record_code,format_version,submission_date,reporting_agency,release_agency,coordinator,tag_code_or_release_id,tag_type,first_sequential_number,last_sequential_number,related_group_type,related_group_id,species,run,brood_year,first_release_date,last_release_date,release_location_code,hatchery_location_code,stock_location_code,release_stage,rearing_type,study_type,release_strategy,avg_weight,avg_length,study_integrity,cwt_1st_mark,cwt_1st_mark_count,cwt_2nd_mark,cwt_2nd_mark_count,non_cwt_1st_mark,non_cwt_1st_mark_count,non_cwt_2nd_mark,non_cwt_2nd_mark_count,counting_method,tag_loss_rate,tag_loss_days,tag_loss_sample_size,tag_reused,comments,release_location_name,hatchery_location_name,stock_location_name,release_location_state,release_location_rmis_region,release_location_rmis_basin,record_origin
"T","4.1","20060803","CDFW","CDFW","08","0601060203","3",,,,,"1","3","1995","19960501","19960501","6FCSJOLB DSRR","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6.47",,"N","5000","49868",,,"5000","2083",,,,"0.0401","2",,,,"SAN JOAQ R DOS REIS ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060204","3",,,,,"1","3","1995","19960516","19960516","6FCSJOLB DSRR","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"7.69",,"N","5000","50243",,,"5000","1028",,,,"0.0201","3",,,,"SAN JOAQ R DOS REIS ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060205","3",,,,,"1","3","1995","19960430","19960430","6FCSJOLD STEW","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"5.89",,"N","5000","49194",,,"5000","2550",,,,"0.0493","2",,,,"SAN JOAQ OLD STEWART ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060206","3",,,,,"1","3","1995","19960509","19960509","6FCSJOLB DSRR","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6.48",,"N","5000","50168",,,"5000","1562",,,,"0.0302","2",,,,"SAN JOAQ R DOS REIS ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060207","3",,,,,"1","3","1996","19970502","19970502","6FCSJOLB JRPT","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.25","99","N","5000","24812",,,"5000","2453",,,"B","0.09","19",,,,"SAN JOAQ RIV JERSEY PT","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060208","3",,,,,"1","3","1996","19970502","19970502","6FCSJOLB JRPT","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.25","99","N","5000","25049",,,"5000","2477",,,,"0.09","19",,,,"SAN JOAQ RIV JERSEY PT","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060209","3",,,,,"1","3","1996","19970515","19970515","6FCSASBF MILP","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"10.31","107","N","5000","25152",,,"5000","1296",,,,"0.049","16",,,,"SAC R AT MILLER PARK","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060210","3",,,,,"1","3","1996","19970515","19970515","6FCSASBF MILP","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"10.31","107","N","5000","25069",,,"5000","1291",,,,"0.049","16",,,,"SAC R AT MILLER PARK","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060211","3",,,,,"1","3","1996","19970415","19970415","6FCSASBF MILP","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"7.08","95","N","5000","25642",,,"5000","1123",,,,"0.042","16",,,,"SAC R AT MILLER PARK","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060212","3",,,,,"1","3","1996","19970415","19970415","6FCSASBF MILP","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"7.08","95","N","5000","25032",,,"5000","1097",,,,"0.042","16",,,,"SAC R AT MILLER PARK","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060213","3",,,,,"1","3","1996","19970415","19970415","6FCSASBF MILP","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"9.07","102","N","5000","25829",,,"5000","1048",,,,"0.039","15",,,,"SAC R AT MILLER PARK","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060214","3",,,,,"1","3","1996","19970415","19970415","6FCSASBF MILP","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"9.07","102","N","5000","26315",,,"5000","1068",,,,"0.039","15",,,,"SAC R AT MILLER PARK","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060215","3",,,,,"1","3","1996","19970505","19970505","6FCSUUSC PCHI","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.1","99","N","5000","24766",,,"5000","3764",,,,"0.1319","45",,,,"PORT CHICAGO","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060301","3",,,,,"1","3","1996","19970505","19970505","6FCSUUSC PCHI","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.1","99","N","5000","23772",,,"5000","3613",,,,"0.1319","45",,,,"PORT CHICAGO","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060302","3",,,,,"1","3","1996","19970428","19970428","6FCSJOLD STEW","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.4","100","N","5000","23701",,,"5000","3083",,,,"0.1151","22",,,,"SAN JOAQ OLD STEWART ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060303","3",,,,,"1","3","1996","19970428","19970428","6FCSJOLD STEW","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.4","100","N","5000","25073",,,"5000","3261",,,,"0.1151","22",,,,"SAN JOAQ OLD STEWART ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060304","3",,,,,"1","3","1996","19970429","19970429","6FCSJOLB DSRR","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"7.69","97","N","5000","25084",,,"5000","1975",,,,"0.073","20",,,,"SAN JOAQ R DOS REIS ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060305","3",,,,,"1","3","1996","19970429","19970429","6FCSJOLB DSRR","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"7.69","97","N","5000","24746",,,"5000","1949",,,,"0.073","20",,,,"SAN JOAQ R DOS REIS ROAD","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060306","3",,,,,"1","1","1996","19970519","19970530","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"8.4","100","N","5000","52345",,,"5000","475",,,,"0.009","21",,,,"BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060307","3",,,,,"1","1","1996","19970519","19970530","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"8.4","100","N","5000","53261",,,"5000","484",,,,"0.009","21",,,,"BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060308","3",,,,,"1","1","1996","19970519","19970530","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"8.4","100","N","5000","52818",,,"5000","480",,,,"0.009","21",,,,"BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060309","3",,,,,"1","1","1996","19970519","19970530","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"8.4","100","N","5000","50672",,,"5000","460",,,,"0.009","21",,,,"BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060310","3",,,,,"1","1","1996","19970519","19970530","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"8.4","100","N","5000","52023",,,"5000","472",,,,"0.009","21",,,,"BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060311","3",,,,,"1","1","1996","19970519","19970530","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"8.4","100","N","5000","53054",,,"5000","482",,,,"0.009","21",,,,"BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060312","3",,,,,"1","3","1996","19970609","19970609","6MOSF","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"9.07",,"N","5000","52408",,,"5000","530",,,,"0.01","25",,,,"SAN FRANCISCO MAJ.PT","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060313","3",,,,,"1","3","1996","19970609","19970609","6MOSF","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"9.07",,"N","5000","51042",,,"5000","516",,,,"0.01","25",,,,"SAN FRANCISCO MAJ.PT","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060314","3",,,,,"1","3","1996","19970609","19970609","6MOSF","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"9.07",,"N","5000","54728",,,"5000","553",,,,"0.01","25",,,,"SAN FRANCISCO MAJ.PT","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDFW","08","0601060315","3",,,,,"1","3","1996","19970609","19970609","6MOSF","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"9.07",,"N","5000","51824",,,"5000","523",,,,"0.01","25",,,,"SAN FRANCISCO MAJ.PT","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060406","3",,,,,"1","3","1997","19980216","19980222","6FCSAFEA",,"6FCSAFEA",,"W","E",,"0.41","37","N","5000","13586",,,,,,,,,"2",,,,"FEATHER RIVER","NA","FEATHER RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060407","3",,,,,"1","3","1997","19980222","19980226","6FCSAFEA",,"6FCSAFEA",,"W","E",,"0.41","37","N","5000","10869",,,,,,,,,"2",,,,"FEATHER RIVER","NA","FEATHER RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060408","3",,,,,"1","3","1997","19980227","19980306","6FCSAFEA",,"6FCSAFEA",,"W","E",,"0.41","37","N","5000","12633",,,,,,,,,"2",,,,"FEATHER RIVER","NA","FEATHER RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060409","3",,,,,"1","3","1997","19980306","19980322","6FCSAFEA",,"6FCSAFEA",,"W","E",,"0.41","37","N","5000","12573",,,,,,,,,"0",,,,"FEATHER RIVER","NA","FEATHER RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060410","3",,,,,"1","3","1997","19980302","19980302","6FCSASAF FRMW","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"2.75","69","W","5000","25835",,,"5000","1690",,,,"0.0614","24",,,"POSSIBLY IHN INFECTED","SAC R AT FREMONT WEIR","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060411","3",,,,,"1","3","1997","19980302","19980302","6FCSASAF FRMW","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"2.75","69","W","5000","25708",,,"5000","1682",,,,"0.0614","24",,,"POSSIBLY IHN INFECTED","SAC R AT FREMONT WEIR","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060413","3",,,,,"1","3","1997","19980302","19980302","6FCSASBF ELKH","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"2.6","67","W","5000","27027",,,"5000","669",,,,"0.0242","23",,,"POSSIBLY IHN INFECTED","SAC R ELKHORN BOAT RAMP","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060414","3",,,,,"1","3","1997","19980506","19980506","6FCSJSTO MOSS","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6.3","90","W","5000","21405",,,"5000","309",,,,"0.0142","76",,,"IHN INFECTED","SAN JOAQUIN MOSSDALE","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060415","3",,,,,"1","3","1997","19980506","19980506","6FCSJSTO MOSS","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6.3","90","W","5000","21180",,,"5000","306",,,,"0.0142","76",,,"IHN INFECTED","SAN JOAQUIN MOSSDALE","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060501","3",,,,,"1","3","1997","19980507","19980507","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6.5","92","W","5000","15275",,,"5000","156",,,,"0.0101","69",,,"IHN INFECTED","BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060502","3",,,,,"1","3","1997","19980507","19980507","6FCSUCAR BENE","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6.5","92","W","5000","15283",,,"5000","156",,,,"0.0101","69",,,"IHN INFECTED","BENICIA","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060503","3",,,,,"1","3","1997","19980428","19980428","6FCSJOLB JRPT","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"5","78","W","5000","15334",,,"5000","126",,,,"0.0082","14",,,"IHN INFECTED","SAN JOAQ RIV JERSEY PT","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060504","3",,,,,"1","3","1997","19980428","19980428","6FCSJOLB JRPT","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"5","78","W","5000","15909",,,"5000","131",,,,"0.0082","14",,,"IHN INFECTED","SAN JOAQ RIV JERSEY PT","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060506","3",,,,,"1","3","1997","19980423","19980423","6FCSJSTO MOSS","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"5","84","W","5000","18365",,,"5000","305",,,,"0.0163","66",,,"IHN INFECTED","SAN JOAQUIN MOSSDALE","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","SJR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060507","3",,,,,"1","3","1997","19980415","19980415","6FCSASBF WSAC","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"4.7","83","W","5000","21380",,,"5000","131",,,,"0.0061","66",,,"POSSIBLY IHN INFECTED","SAC R AT WEST SACRAMENTO","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060508","3",,,,,"1","3","1997","19980415","19980415","6FCSASBF WSAC","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"4.7","83","W","5000","21556",,,"5000","133",,,,"0.0061","66",,,"POSSIBLY IHN INFECTED","SAC R AT WEST SACRAMENTO","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060509","3",,,,,"1","3","1997","19980515","19980515","6FCSASBF WSAC","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.2","99","W","5000","17830",,,"5000","110",,,,"0.0061","15",,,"IHN INFECTED","SAC R AT WEST SACRAMENTO","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060510","3",,,,,"1","3","1997","19980515","19980515","6FCSASBF WSAC","6FCSAFEA FRFH","6FCSAFEA","V","H","E",,"8.2","99","W","5000","16498",,,"5000","102",,,,"0.0061","15",,,"IHN INFECTED","SAC R AT WEST SACRAMENTO","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060511","3",,,,,"1","3","1997","19980427","19980427","6FCSJMOK ATMO","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6","89","W","5000","21312",,,"5000","520",,,,"0.0238","69",,,"POSSIBLY INH INFECTED","MOK R MOUTH","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","MOKE","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060512","3",,,,,"1","3","1997","19980427","19980427","6FCSJMOK ATMO","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"6","89","W","5000","22856",,,"5000","558",,,,"0.0238","69",,,"POSSIBLY IHN INFECTED","MOK R MOUTH","FEATHER R HATCHERY","FEATHER RIVER","CA","SJOA","MOKE","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060513","3",,,,,"1","3","1997","19980430","19980430","6FCSASBF VERO","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"4.1","78","W","5000","37791",,,"5000","1169",,,,"0.03","17",,,"IHN INFECTED","SAC R AT VERONA","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060514","3",,,,,"1","3","1997","19980430","19980430","6FCSASBF VERO","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"4.1","78","W","5000","38116",,,"5000","1179",,,,"0.03","17",,,"IHN INFECTED","SAC R AT VERONA","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060515","3",,,,,"1","3","1997","19981102","19981103","6FCSAFEA LKAL","6FCSAFEA FRFH","6FKKL","Y","H","O",,"50.96",,"N","5000","12730",,,"5000","1062",,,,"0.077","181",,,"RELEASED W/ 062551.","LAKE ALMANOR","FEATHER R HATCHERY","KLAMATH RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060601","3",,,,,"1","1","1997","19980526","19980609","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","30154",,,"5000","724",,,,"0.0234","21",,,"IHN INFECTED, NET PEN RELEASE","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060602","3",,,,,"1","1","1997","19980526","19980609","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","30420",,,"5000","731",,,,"0.0235","21",,,"IHN INFECTED, NET PEN RELEASE","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060603","3",,,,,"1","1","1997","19980526","19980609","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","29921",,,"5000","719",,,,"0.0235","21",,,"IHN INFECTED, NET PEN RELEASE","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060604","3",,,,,"1","1","1997","19980526","19980609","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","30128",,,"5000","724",,,,"0.0235","21",,,"IHN INFECTED, NET PEN RELEASE","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060605","3",,,,,"1","1","1997","19980526","19980609","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","30203",,,"5000","725",,,,"0.0234","21",,,"IHN INFECTED, NET PEN RELEASE","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060606","3",,,,,"1","1","1997","19980526","19980609","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","30562",,,"5000","734",,,,"0.0235","21",,,"IHN INFECTED, NET PEN RELEASE","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060607","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","17989",,,"0000","578060","5000","403","W","0.0219","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060608","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","19139",,,"0000","578060","5000","429","W","0.0219","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060609","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","17525",,,"0000","578060","5000","393","W","0.0219","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060610","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","17836",,,"0000","578060","5000","400","W","0.0219","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060611","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","18027",,,"0000","578060","5000","404","W","0.0219","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060612","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","18123",,,"0000","578060","5000","407","W","0.022","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060613","3",,,,,"1","3","1997","19980504","19980623","6MOSFROD SELBWICNET","6FCSAFEA FRFH","6FCSAFEA","V","H","P",,"7.6","96","W","5000","17777",,,"0000","578060","5000","399","W","0.022","14",,,"IHN INFECTED","WICKLAND OIL NET PEN","FEATHER R HATCHERY","FEATHER RIVER","CA","CECA","SFBA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060614","3",,,,,"1","3","1997","19980430","19980430","6FCSAFEA GRID","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"4","78","W","5000","42987",,,"5000","538",,,,"0.0124","18",,,"IHN INFECTED","FEATHER AT GRIDLEY","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060615","3",,,,,"1","3","1997","19980430","19980430","6FCSAFEA GRID","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"4","78","W","5000","40687",,,"5000","538",,,,"0.0131","18",,,"IHN INFECTED","FEATHER AT GRIDLEY","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","FEA","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060702","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLCR","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.91","61","N","5000","27699",,,"5000","827",,,,"0.029","3",,,,"YOLO BYPASS ROAD 16","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060703","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLCR","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.91","61","N","5000","25262",,,"5000","754",,,,"0.029","3",,,,"YOLO BYPASS ROAD 16","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060704","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLCR","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.91","61","N","5000","25269",,,"5000","755",,,,"0.029","3",,,,"YOLO BYPASS ROAD 16","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060705","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLEL","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.62","52","N","5000","26316",,,"5000","159",,,,"0.006","4",,,,"YOLO BYPASS ELKHORN","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060706","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLEL","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.62","52","N","5000","25845",,,"5000","156",,,,"0.006","4",,,,"YOLO BYPASS ELKHORN","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060707","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLEL","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.62","52","N","5000","26029",,,"5000","157",,,,"0.006","4",,,,"YOLO BYPASS ELKHORN","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
"T","4.1","20060803","CDFW","CDWR","08","0601060708","3",,,,,"1","3","1998","19990211","19990211","6FCSASBF YLEL","6FCSAFEA FRFH","6FCSAFEA","G","H","E",,"1.62","52","N","5000","25692",,,"5000","155",,,,"0.006","4",,,,"YOLO BYPASS ELKHORN","FEATHER R HATCHERY","FEATHER RIVER","CA","SAFA","SACR","C"
